Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-19,247.94476318359375,249.86923217773438,243.06954956054688,245.93243408203125,2843744723,0,0
2020-05-20,245.76922607421875,247.2677001953125,237.71392822265625,239.5227508544922,2793413864,0,0
2020-05-21,239.48257446289062,241.6224822998047,222.3531494140625,228.39590454101562,3084097042,0,0
2020-05-22,228.35772705078125,235.45249938964844,225.87448120117188,234.50318908691406,2690376408,0,0
2020-05-23,234.5587921142578,238.5353546142578,232.3497314453125,234.97735595703125,2403159772,0,0
2020-05-24,234.98988342285156,237.0311737060547,224.7442169189453,224.8321990966797,2576633240,0,0
2020-05-25,224.4893341064453,231.73989868164062,223.15380859375,230.56382751464844,2405283865,0,0
2020-05-26,230.5618438720703,230.91909790039062,224.519287109375,227.2208709716797,2604514395,0,0
2020-05-27,227.27850341796875,234.03079223632812,226.86691284179688,233.5209503173828,3107896651,0,0
2020-05-28,233.57923889160156,239.99240112304688,230.63954162597656,239.40753173828125,3295793176,0,0
2020-05-29,239.46180725097656,242.3585205078125,235.6391143798828,238.14834594726562,3328065949,0,0
2020-05-30,238.174560546875,251.76719665527344,236.24037170410156,251.29953002929688,3987199933,0,0
2020-05-31,251.27980041503906,251.27980041503906,238.76351928710938,239.8770294189453,3391410580,0,0
2020-06-01,239.84722900390625,256.04217529296875,239.10916137695312,255.35218811035156,3467571665,0,0
2020-06-02,255.15139770507812,266.46832275390625,245.81809997558594,249.05322265625,4553495543,0,0
2020-06-03,249.06175231933594,252.144287109375,246.54367065429688,252.06361389160156,3089648824,0,0
2020-06-04,252.13841247558594,258.7501220703125,248.81301879882812,256.684814453125,2675520555,0,0
2020-06-05,256.6915588378906,262.2632751464844,255.7275390625,256.7554016113281,2284892761,0,0
2020-06-06,256.7499084472656,259.12939453125,252.06838989257812,253.27015686035156,1789267443,0,0
2020-06-07,253.31019592285156,255.69119262695312,246.8877716064453,254.33514404296875,2029755285,0,0
2020-06-08,254.23818969726562,256.8124694824219,251.9416961669922,255.11830139160156,1911457074,0,0
2020-06-09,255.12493896484375,256.0477294921875,252.12107849121094,255.30441284179688,2495377513,0,0
2020-06-10,255.2957305908203,257.96710205078125,253.84934997558594,257.2525939941406,1751487317,0,0
2020-06-11,257.2331848144531,258.0511169433594,235.2791748046875,236.43728637695312,2357578052,0,0
2020-06-12,236.43235778808594,243.8662109375,235.13140869140625,242.23878479003906,1575407714,0,0
2020-06-13,242.28271484375,242.4555206298828,238.4854278564453,241.16116333007812,1249523526,0,0
2020-06-14,241.11573791503906,241.18417358398438,237.4137420654297,238.761962890625,1293145682,0,0
2020-06-15,238.761962890625,239.4488525390625,226.23448181152344,236.2717742919922,1735535133,0,0
2020-06-16,236.2512664794922,239.38914489746094,235.6566162109375,237.5287628173828,1436709293,0,0
2020-06-17,237.54591369628906,241.64004516601562,235.8423309326172,240.45362854003906,1423308166,0,0
2020-06-18,240.45362854003906,240.72073364257812,234.23184204101562,236.96237182617188,1297367924,0,0
2020-06-19,236.94744873046875,237.22531127929688,231.51873779296875,232.33120727539062,1539773469,0,0
2020-06-20,232.51414489746094,236.0438995361328,228.63587951660156,231.904541015625,1456119912,0,0
2020-06-21,231.6234130859375,234.88388061523438,231.06300354003906,231.2866973876953,1140422501,0,0
2020-06-22,231.23023986816406,242.60179138183594,231.04786682128906,239.78968811035156,1747834935,0,0
2020-06-23,239.87808227539062,243.85452270507812,235.63197326660156,240.80845642089844,1205235951,0,0
2020-06-24,241.05221557617188,245.06565856933594,231.1907501220703,233.15579223632812,1318424526,0,0
2020-06-25,233.09848022460938,234.56378173828125,228.54061889648438,232.4136199951172,1119333309,0,0
2020-06-26,233.01144409179688,234.32472229003906,229.17909240722656,230.10769653320312,1354186233,0,0
2020-06-27,229.8044891357422,232.44973754882812,214.19371032714844,218.40892028808594,1254377553,0,0
2020-06-28,219.01123046875,225.66278076171875,214.87408447265625,222.71221923828125,1103240861,0,0
2020-06-29,222.71795654296875,226.42141723632812,219.1707763671875,225.197021484375,1220387625,0,0
2020-06-30,224.92193603515625,226.31082153320312,220.74374389648438,221.99168395996094,1035300969,0,0
2020-07-01,222.5667266845703,226.89752197265625,221.29183959960938,223.68643188476562,1116192161,0,0
2020-07-02,223.77761840820312,225.4071044921875,219.46165466308594,222.30377197265625,1091433602,0,0
2020-07-03,222.28347778320312,223.9868621826172,220.15469360351562,221.56253051757812,945457250,0,0
2020-07-04,221.3977813720703,226.14430236816406,220.44805908203125,225.3276824951172,990572133,0,0
2020-07-05,224.64535522460938,225.35519409179688,217.69273376464844,221.84327697753906,1008979533,0,0
2020-07-06,221.84327697753906,242.6310272216797,221.5017547607422,241.63209533691406,1611378435,0,0
2020-07-07,240.205810546875,242.72711181640625,235.45516967773438,237.146728515625,1177038173,0,0
2020-07-08,237.19039916992188,245.213623046875,236.1948699951172,243.23020935058594,1394567310,0,0
2020-07-09,243.0772705078125,244.33261108398438,234.93568420410156,238.85585021972656,1232428952,0,0
2020-07-10,238.73231506347656,239.3363494873047,233.03744506835938,237.9202423095703,1123218900,0,0
2020-07-11,237.96047973632812,238.8543243408203,235.54995727539062,236.66221618652344,839280887,0,0
2020-07-12,236.69943237304688,238.80755615234375,234.27151489257812,236.76905822753906,896740451,0,0
2020-07-13,236.76905822753906,237.22206115722656,228.56387329101562,232.42864990234375,1208729132,0,0
2020-07-14,232.29405212402344,232.37998962402344,227.808837890625,230.0078887939453,1138634120,0,0
2020-07-15,229.97679138183594,230.64173889160156,226.32632446289062,227.27151489257812,997085718,0,0
2020-07-16,227.29220581054688,228.00563049316406,220.2278289794922,224.01583862304688,1147931868,0,0
2020-07-17,224.0329132080078,224.87875366210938,222.24876403808594,222.80775451660156,941024161,0,0
2020-07-18,222.78749084472656,226.65467834472656,222.37229919433594,224.25289916992188,869975905,0,0
2020-07-19,224.19664001464844,227.72808837890625,221.4727020263672,227.096435546875,955372849,0,0
2020-07-20,227.1183624267578,227.6166534423828,221.55641174316406,222.7543182373047,952296138,0,0
2020-07-21,222.7078399658203,231.2313232421875,222.201171875,229.5620574951172,1159452662,0,0
2020-07-22,229.574462890625,238.69503784179688,227.9061737060547,238.69503784179688,1234729239,0,0
2020-07-23,238.7882080078125,241.71127319335938,236.31565856933594,237.55404663085938,1350739708,0,0
2020-07-24,237.76095581054688,238.7000732421875,233.48207092285156,235.51646423339844,1193524031,0,0
2020-07-25,235.44192504882812,251.90167236328125,235.17813110351562,249.51010131835938,1648365419,0,0
2020-07-26,249.82766723632812,255.4683380126953,244.80859375,246.82443237304688,1674308833,0,0
2020-07-27,246.81956481933594,273.4014587402344,246.8129119873047,267.4276123046875,2488636345,0,0
2020-07-28,268.3876037597656,295.4469299316406,265.742919921875,288.5520935058594,2732696107,0,0
2020-07-29,288.80303955078125,293.6949768066406,286.0474548339844,288.3741455078125,1920329028,0,0
2020-07-30,288.46954345703125,298.8695068359375,282.510986328125,292.1941833496094,1910379360,0,0
2020-07-31,291.98553466796875,304.5978698730469,287.6510314941406,300.5045166015625,1905797789,0,0
2020-08-01,300.5045166015625,319.1803283691406,298.1397705078125,317.9964599609375,2447916240,0,0
2020-08-02,318.4190673828125,334.7835998535156,278.1305236816406,283.781982421875,3364496979,0,0
2020-08-03,283.9114074707031,303.1224365234375,282.2572937011719,296.5352478027344,2060352679,0,0
2020-08-04,296.5312194824219,301.5982360839844,284.0450439453125,288.3858642578125,1888924124,0,0
2020-08-05,288.3840637207031,298.3680725097656,285.80267333984375,294.48663330078125,1871748593,0,0
2020-08-06,294.40631103515625,318.4675598144531,289.1709289550781,308.76031494140625,2448845324,0,0
2020-08-07,308.6291198730469,324.7738952636719,291.0047912597656,303.4585876464844,3075582968,0,0
2020-08-08,303.44049072265625,309.7240905761719,300.0804443359375,304.4788818359375,1778961459,0,0
2020-08-09,305.2589416503906,309.3410949707031,295.30950927734375,300.4008483886719,1629018370,0,0
2020-08-10,300.3800964355469,309.0935974121094,298.51190185546875,302.5855407714844,1900620718,0,0
2020-08-11,302.6356506347656,305.4947204589844,274.5390319824219,282.9462585449219,2096741327,0,0
2020-08-12,283.05975341796875,292.5119323730469,274.4346008300781,287.6067810058594,1888602267,0,0
2020-08-13,287.654296875,300.0901794433594,276.3562927246094,299.5163879394531,1979906897,0,0
2020-08-14,299.46923828125,301.2862243652344,291.10601806640625,293.3980407714844,1873594486,0,0
2020-08-15,293.2605285644531,306.7950439453125,293.2605285644531,303.00421142578125,1976925925,0,0
2020-08-16,303.01373291015625,312.1244812011719,297.8517761230469,307.86529541015625,2025998808,0,0
2020-08-17,307.86529541015625,323.1221618652344,303.18853759765625,317.29876708984375,2314759458,0,0
2020-08-18,317.34942626953125,323.09844970703125,304.17498779296875,304.17498779296875,1935254637,0,0
2020-08-19,304.28741455078125,308.55450439453125,283.90643310546875,292.6985778808594,1892818478,0,0
2020-08-20,292.6971130371094,295.8107604980469,290.2236633300781,294.7916259765625,1275491257,0,0
2020-08-21,294.7323303222656,304.51898193359375,283.9986877441406,284.2982482910156,1676078293,0,0
2020-08-22,284.24969482421875,287.4587097167969,278.771484375,287.3624267578125,1270186095,0,0
2020-08-23,286.9106750488281,287.3853759765625,280.3036193847656,284.9570617675781,1031635458,0,0
2020-08-24,285.0693359375,293.77276611328125,283.3767395019531,291.3259582519531,1211774706,0,0
2020-08-25,291.3663635253906,291.6270446777344,271.8081359863281,276.7991943359375,1464994914,0,0
2020-08-26,276.6216125488281,278.7173767089844,271.9747619628906,275.5710144042969,1147215569,0,0
2020-08-27,275.4228515625,277.05328369140625,260.7337341308594,264.5843200683594,1372140072,0,0
2020-08-28,264.6756286621094,271.6694030761719,262.4244384765625,268.9147033691406,1147885582,0,0
2020-08-29,269.11297607421875,272.613037109375,267.19384765625,268.95428466796875,1116848741,0,0
2020-08-30,268.8428649902344,279.0695495605469,268.5684509277344,279.0695495605469,1161105104,0,0
2020-08-31,279.2804260253906,280.95947265625,273.81744384765625,274.5431823730469,1163683245,0,0
2020-09-01,274.4808654785156,295.44842529296875,270.7794189453125,292.71978759765625,1755312158,0,0
2020-09-02,292.4286193847656,294.5425720214844,258.7408142089844,264.1186218261719,2049397876,0,0
2020-09-03,264.09149169921875,265.9413146972656,214.00332641601562,216.06240844726562,1891347861,0,0
2020-09-04,215.61700439453125,239.1898193359375,215.0174560546875,231.87460327148438,2130928347,0,0
2020-09-05,231.64317321777344,234.96884155273438,216.57566833496094,225.30081176757812,3128814772,0,0
2020-09-06,225.30081176757812,232.96266174316406,220.77548217773438,228.45327758789062,2533324540,0,0
2020-09-07,228.3511962890625,230.0712127685547,216.87879943847656,228.60894775390625,2767464423,0,0
2020-09-08,228.67037963867188,230.3777618408203,217.58351135253906,222.5369873046875,2444380275,0,0
2020-09-09,222.55824279785156,228.60133361816406,219.34432983398438,224.6769561767578,1619487057,0,0
2020-09-10,224.68634033203125,230.25619506835938,224.61630249023438,227.71348571777344,2007978798,0,0
2020-09-11,227.71348571777344,228.332763671875,221.31680297851562,225.5377197265625,1769308088,0,0
2020-09-12,225.56092834472656,230.29383850097656,223.1001434326172,230.29383850097656,1588108882,0,0
2020-09-13,230.29383850097656,234.18914794921875,219.78115844726562,221.8260040283203,2008902148,0,0
2020-09-14,221.83326721191406,230.89463806152344,220.12107849121094,226.2642364501953,2125300854,0,0
2020-09-15,226.40097045898438,241.22853088378906,225.68788146972656,235.62937927246094,3148522136,0,0
2020-09-16,235.74246215820312,235.99716186523438,227.79823303222656,231.77151489257812,2513150071,0,0
2020-09-17,231.58596801757812,239.27662658691406,230.60035705566406,233.16746520996094,2356975266,0,0
2020-09-18,233.16746520996094,238.98553466796875,231.5335235595703,234.20863342285156,1967062407,0,0
2020-09-19,234.0928192138672,237.23324584960938,232.2878875732422,233.62826538085938,1761438254,0,0
2020-09-20,233.64366149902344,233.7558135986328,223.32777404785156,226.41571044921875,1665443818,0,0
2020-09-21,226.6498260498047,228.89825439453125,211.0287322998047,213.51565551757812,1708443759,0,0
2020-09-22,213.49847412109375,220.0886688232422,211.9852752685547,220.0342254638672,987166460,0,0
2020-09-23,220.16921997070312,220.2232666015625,205.66000366210938,208.16513061523438,955711724,0,0
2020-09-24,208.17861938476562,217.88308715820312,207.20626831054688,216.69386291503906,974113730,0,0
2020-09-25,216.7010955810547,218.18289184570312,211.64991760253906,216.6597137451172,923925188,0,0
