Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-19,5.932858943939209,6.7901787757873535,5.1471381187438965,6.404915809631348,3352348,0,0
2020-05-20,6.256447792053223,6.439542770385742,5.15255880355835,5.732367038726807,2148295,0,0
2020-05-21,5.712282180786133,6.135876178741455,5.420057773590088,5.865527153015137,2244156,0,0
2020-05-22,5.8573408126831055,6.2339348793029785,5.587184906005859,5.906267166137695,1960370,0,0
2020-05-23,5.914052963256836,6.770373821258545,5.656744003295898,6.727673053741455,2362121,0,0
2020-05-24,6.7334980964660645,7.050336837768555,5.969407081604004,6.599899768829346,2513454,0,0
2020-05-25,6.597469806671143,6.991611957550049,6.181839942932129,6.290160179138184,2221010,0,0
2020-05-26,6.261900901794434,6.435805797576904,5.995820045471191,6.165306091308594,2304622,0,0
2020-05-27,6.165306091308594,6.369712829589844,5.942615032196045,6.00429105758667,2198556,0,0
2020-05-28,6.0131731033325195,6.224867820739746,5.814716815948486,6.156153202056885,2124611,0,0
2020-05-29,6.17172384262085,6.4883809089660645,6.041825771331787,6.294229984283447,2326887,0,0
2020-05-30,6.293945789337158,7.0263848304748535,6.178756237030029,6.974739074707031,3067453,0,0
2020-05-31,6.975061893463135,7.038977146148682,6.641493797302246,6.939218997955322,3055512,0,0
2020-06-01,6.921422958374023,7.166252136230469,6.739831924438477,6.878286838531494,3793433,0,0
2020-06-02,6.877513885498047,7.139802932739258,6.610874176025391,6.6982421875,3398305,0,0
2020-06-03,6.6982421875,6.871993064880371,6.444036960601807,6.5486979484558105,2562749,0,0
2020-06-04,6.555275917053223,6.810574054718018,6.46359395980835,6.677424907684326,2789145,0,0
2020-06-05,6.677424907684326,6.700833797454834,5.835184097290039,5.9930500984191895,3000505,0,0
2020-06-06,6.006033897399902,6.2580718994140625,5.72763204574585,6.094237804412842,2586190,0,0
2020-06-07,6.094237804412842,6.094237804412842,5.21626615524292,5.53508996963501,2789263,0,0
2020-06-08,5.5352091789245605,5.859722137451172,5.47159481048584,5.795560836791992,2399043,0,0
2020-06-09,5.802560806274414,6.018816947937012,5.507236957550049,5.959259033203125,2847387,0,0
2020-06-10,5.9632978439331055,5.995234966278076,5.705737113952637,5.875064849853516,2556232,0,0
2020-06-11,5.874736785888672,5.969326972961426,5.410198211669922,5.488457202911377,2426497,0,0
2020-06-12,5.482458114624023,5.756844997406006,5.3695149421691895,5.408988952636719,1856624,0,0
