Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-19,1.0616190433502197,1.0693360567092896,1.0457689762115479,1.0595040321350098,35172795,0,0
2020-05-20,1.0594079494476318,1.0805460214614868,1.0411429405212402,1.0553569793701172,40483034,0,0
2020-05-21,1.0552560091018677,1.1381829977035522,0.9986330270767212,1.0196590423583984,62357166,0,0
2020-05-22,1.0198149681091309,1.0845030546188354,1.006782054901123,1.0698779821395874,43968393,0,0
2020-05-23,1.0699429512023926,1.0873160362243652,1.0358259677886963,1.0750670433044434,39418453,0,0
2020-05-24,1.0748649835586548,1.0909940004348755,1.020555019378662,1.0279380083084106,34266776,0,0
2020-05-25,1.0258359909057617,1.0656239986419678,1.0166230201721191,1.0578680038452148,31562433,0,0
2020-05-26,1.0577110052108765,1.1328049898147583,1.049496054649353,1.0673919916152954,41641276,0,0
2020-05-27,1.067255973815918,1.085752010345459,1.058624029159546,1.0675690174102783,28067469,0,0
2020-05-28,1.067505955696106,1.0879939794540405,1.0614110231399536,1.0845450162887573,24395657,0,0
2020-05-29,1.0846550464630127,1.094905972480774,1.0727969408035278,1.0867689847946167,29578710,0,0
2020-05-30,1.086292028427124,1.1169459819793701,1.0792330503463745,1.1131130456924438,33074821,0,0
2020-05-31,1.112892985343933,1.126757025718689,1.102301001548767,1.1075739860534668,28858661,0,0
2020-06-01,1.1075910329818726,1.1483360528945923,1.105929970741272,1.1419470310211182,33343479,0,0
2020-06-02,1.1422419548034668,1.1539850234985352,1.089279055595398,1.1114120483398438,30588976,0,0
2020-06-03,1.1125260591506958,1.1186460256576538,1.1024399995803833,1.1140199899673462,26263385,0,0
2020-06-04,1.114212989807129,1.1522400379180908,1.1069979667663574,1.1296570301055908,35028207,0,0
2020-06-05,1.1296329498291016,1.1476119756698608,1.1247299909591675,1.133402943611145,39603573,0,0
2020-06-06,1.1334049701690674,1.1816459894180298,1.1187670230865479,1.1482599973678589,41897946,0,0
2020-06-07,1.1478689908981323,1.1568859815597534,1.1182409524917603,1.1446399688720703,34142700,0,0
