,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-19 06:00:00+01:00,6.283322811126709,6.3067731857299805,6.192076683044434,6.2512125968933105,0,0,0
2021-04-19 07:00:00+01:00,6.249596118927002,6.399128437042236,6.249596118927002,6.399128437042236,0,0,0
2021-04-19 08:00:00+01:00,6.387263774871826,6.410935878753662,6.357403755187988,6.40419340133667,0,0,0
2021-04-19 09:00:00+01:00,6.400405406951904,6.403916358947754,6.160416126251221,6.160416126251221,0,0,0
2021-04-19 10:00:00+01:00,6.1530022621154785,6.217288017272949,6.112944602966309,6.155245780944824,0,0,0
2021-04-19 11:00:00+01:00,6.140171051025391,6.143014430999756,5.874544143676758,5.972829818725586,0,0,0
2021-04-19 12:00:00+01:00,5.993436336517334,6.145336151123047,5.9890456199646,6.13358211517334,0,0,0
2021-04-19 13:00:00+01:00,6.136890411376953,6.136890411376953,5.990086078643799,5.990086078643799,0,0,0
2021-04-19 14:00:00+01:00,5.984068393707275,6.053450584411621,5.866409778594971,6.053450584411621,7139456,0,0
2021-04-19 15:00:00+01:00,6.041594505310059,6.041594505310059,5.704882621765137,5.797479152679443,125120,0,0
2021-04-19 16:00:00+01:00,5.788100719451904,5.788100719451904,5.529468059539795,5.606351852416992,0,0,0
2021-04-19 17:00:00+01:00,5.597240924835205,5.818801403045654,5.5720319747924805,5.647763252258301,0,0,0
2021-04-19 18:00:00+01:00,5.657426357269287,5.657426357269287,5.333131313323975,5.5841474533081055,59421696,0,0
2021-04-19 19:00:00+01:00,5.592807769775391,5.63577127456665,5.573549747467041,5.632444858551025,11123072,0,0
2021-04-19 20:00:00+01:00,5.6429643630981445,5.708905220031738,5.607277870178223,5.708905220031738,6066304,0,0
2021-04-19 21:00:00+01:00,5.699848651885986,5.769620895385742,5.661022663116455,5.747252464294434,0,0,0
2021-04-19 22:00:00+01:00,5.751352310180664,5.77502965927124,5.596174240112305,5.711523056030273,4292224,0,0
2021-04-19 23:00:00+01:00,5.707205295562744,5.733885765075684,5.593237400054932,5.637994289398193,0,0,0
2021-04-20 00:00:00+01:00,5.614693641662598,5.614693641662598,5.43426513671875,5.463684558868408,0,0,0
2021-04-20 01:00:00+01:00,5.449358940124512,5.473268985748291,5.141684532165527,5.156795024871826,10374592,0,0
2021-04-20 02:00:00+01:00,5.193037509918213,5.2791619300842285,5.107867240905762,5.157232761383057,27715904,0,0
2021-04-20 03:00:00+01:00,5.158341884613037,5.162286758422852,5.091318130493164,5.134138107299805,10766720,0,0
2021-04-20 04:00:00+01:00,5.136242389678955,5.167492866516113,5.080312728881836,5.162231922149658,0,0,0
2021-04-20 05:00:00+01:00,5.162606239318848,5.324997425079346,5.144458293914795,5.324997425079346,144060096,0,0
2021-04-20 06:00:00+01:00,5.31696891784668,5.335281848907471,5.200970649719238,5.274485111236572,10019072,0,0
2021-04-20 07:00:00+01:00,5.28424072265625,5.337217807769775,4.960164546966553,4.964530944824219,4848000,0,0
2021-04-20 08:00:00+01:00,4.994686603546143,5.185257911682129,4.967744827270508,5.179906368255615,37975936,0,0
2021-04-20 09:00:00+01:00,5.192941188812256,5.3319292068481445,5.159261226654053,5.325927257537842,17999168,0,0
2021-04-20 10:00:00+01:00,5.335028648376465,5.389908790588379,5.28742790222168,5.36191463470459,6976896,0,0
2021-04-20 11:00:00+01:00,5.366619110107422,5.562811374664307,5.366619110107422,5.531576156616211,5220864,0,0
2021-04-20 12:00:00+01:00,5.525163650512695,5.588425159454346,5.452023506164551,5.569589614868164,8655616,0,0
2021-04-20 13:00:00+01:00,5.585822105407715,5.590728759765625,5.490423202514648,5.521551609039307,3986624,0,0
2021-04-20 14:00:00+01:00,5.524703502655029,5.667899131774902,5.524703502655029,5.667899131774902,1775872,0,0
2021-04-20 15:00:00+01:00,5.667280673980713,5.6723151206970215,5.459476470947266,5.475290298461914,0,0,0
2021-04-20 16:00:00+01:00,5.467151641845703,5.501368999481201,5.344311714172363,5.475194931030273,0,0,0
2021-04-20 17:00:00+01:00,5.484311103820801,5.552800178527832,5.43017053604126,5.552800178527832,0,0,0
2021-04-20 18:00:00+01:00,5.551943302154541,5.572919845581055,5.519120693206787,5.572919845581055,0,0,0
2021-04-20 19:00:00+01:00,5.558962345123291,5.655149459838867,5.548704147338867,5.590826511383057,0,0,0
2021-04-20 20:00:00+01:00,5.589264869689941,5.670512676239014,5.586313724517822,5.659175872802734,704256,0,0
2021-04-20 21:00:00+01:00,5.6599860191345215,5.66295862197876,5.527371406555176,5.527825832366943,2775936,0,0
2021-04-20 22:00:00+01:00,5.519083023071289,5.597733497619629,5.4633469581604,5.597733497619629,0,0,0
2021-04-20 23:00:00+01:00,5.607139587402344,5.6349029541015625,5.5190815925598145,5.582377910614014,0,0,0
2021-04-21 00:00:00+01:00,5.572831630706787,5.705556392669678,5.569053649902344,5.697753429412842,0,0,0
2021-04-21 01:00:00+01:00,5.699960231781006,5.773903846740723,5.5749993324279785,5.5749993324279785,0,0,0
2021-04-21 02:00:00+01:00,5.577288627624512,5.69736385345459,5.555289268493652,5.68588399887085,0,0,0
2021-04-21 03:00:00+01:00,5.68834924697876,5.725150108337402,5.659987449645996,5.695245742797852,0,0,0
2021-04-21 04:00:00+01:00,5.693878173828125,5.711339473724365,5.525182247161865,5.5295329093933105,0,0,0
2021-04-21 05:00:00+01:00,5.5198140144348145,5.6180219650268555,5.503314971923828,5.6180219650268555,0,0,0
2021-04-21 06:00:00+01:00,5.607278347015381,5.642820835113525,5.5254669189453125,5.601419448852539,0,0,0
2021-04-21 07:00:00+01:00,5.641486644744873,5.702893257141113,5.603396892547607,5.67933988571167,0,0,0
2021-04-21 08:00:00+01:00,5.688038349151611,5.688038349151611,5.582457065582275,5.597620964050293,0,0,0
2021-04-21 09:00:00+01:00,5.615760326385498,5.648748874664307,5.516622066497803,5.643802642822266,0,0,0
2021-04-21 10:00:00+01:00,5.6465959548950195,5.702114582061768,5.599761486053467,5.663844585418701,0,0,0
2021-04-21 11:00:00+01:00,5.656147480010986,5.656147480010986,5.425589561462402,5.461233139038086,0,0,0
2021-04-21 12:00:00+01:00,5.447015285491943,5.510603427886963,5.3284430503845215,5.402574062347412,2880544,0,0
2021-04-21 13:00:00+01:00,5.398513317108154,5.549132347106934,5.3311309814453125,5.5466628074646,4002112,0,0
2021-04-21 14:00:00+01:00,5.542631149291992,5.566296577453613,5.522907257080078,5.540554046630859,0,0,0
2021-04-21 15:00:00+01:00,5.540194511413574,5.653700828552246,5.463835716247559,5.653700828552246,0,0,0
2021-04-21 16:00:00+01:00,5.654538154602051,5.69528341293335,5.610750198364258,5.691104888916016,0,0,0
2021-04-21 17:00:00+01:00,5.689622402191162,5.742426872253418,5.606003284454346,5.6211161613464355,0,0,0
2021-04-21 18:00:00+01:00,5.626424312591553,5.706809043884277,5.616946220397949,5.673940658569336,0,0,0
2021-04-21 19:00:00+01:00,5.6642842292785645,5.6642842292785645,5.557706832885742,5.61718225479126,0,0,0
2021-04-21 20:00:00+01:00,5.621025562286377,5.825724124908447,5.606156826019287,5.756130695343018,11455008,0,0
2021-04-21 21:00:00+01:00,5.739833831787109,5.739833831787109,5.5403242111206055,5.585696697235107,0,0,0
2021-04-21 22:00:00+01:00,5.580696105957031,5.612612724304199,5.48660135269165,5.498760223388672,0,0,0
2021-04-21 23:00:00+01:00,5.49511194229126,5.559633731842041,5.344688892364502,5.410419464111328,1740992,0,0
2021-04-22 00:00:00+01:00,5.414768218994141,5.449051856994629,5.316173553466797,5.349397659301758,2934048,0,0
2021-04-22 01:00:00+01:00,5.3346076011657715,5.3838958740234375,5.239995002746582,5.3838958740234375,7590336,0,0
2021-04-22 02:00:00+01:00,5.384091854095459,5.4486870765686035,5.336914539337158,5.336914539337158,0,0,0
2021-04-22 03:00:00+01:00,5.3227972984313965,5.360220432281494,5.209284782409668,5.3512864112854,16516704,0,0
