Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-19,327.4935302734375,335.9088134765625,319.1825256347656,332.365234375,6016805,0,0
2020-05-20,333.5657043457031,340.2419128417969,316.7614440917969,331.3834533691406,5390385,0,0
2020-05-21,332.2109375,335.7353515625,304.0716552734375,319.1595764160156,4577816,0,0
2020-05-22,319.167724609375,331.6584167480469,313.3037109375,321.9778747558594,5469687,0,0
2020-05-23,322.362060546875,340.6433410644531,319.4930725097656,339.66021728515625,6602919,0,0
2020-05-24,339.4990234375,349.40576171875,326.19921875,326.19921875,5588592,0,0
2020-05-25,325.38421630859375,348.5413513183594,322.8169250488281,345.8207702636719,5983441,0,0
2020-05-26,345.8298645019531,349.8370361328125,336.71160888671875,338.3839111328125,2901371,0,0
2020-05-27,338.3839111328125,352.6234436035156,337.2445373535156,347.2768859863281,2433966,0,0
2020-05-28,347.2080078125,358.9508972167969,340.9715270996094,354.9814147949219,2841838,0,0
2020-05-29,357.03009033203125,505.7500305175781,344.59832763671875,486.0205993652344,17186941,0,0
2020-05-30,485.7242431640625,529.9862060546875,477.7153015136719,511.98162841796875,11924618,0,0
2020-05-31,511.6991271972656,517.6859741210938,459.5649108886719,461.1142883300781,8183029,0,0
2020-06-01,460.9186706542969,474.8929138183594,451.0594787597656,460.3807373046875,12408341,0,0
2020-06-02,462.9475402832031,462.956787109375,413.48284912109375,443.3888854980469,13030506,0,0
2020-06-03,443.52825927734375,452.0244445800781,413.9486389160156,426.65570068359375,11320673,0,0
2020-06-04,426.1860656738281,441.8498840332031,424.6307373046875,426.7580871582031,8681675,0,0
2020-06-05,428.05999755859375,478.67205810546875,420.6127014160156,478.5386657714844,9084208,0,0
2020-06-06,478.988037109375,500.57916259765625,452.7243957519531,493.9243469238281,11787119,0,0
2020-06-07,495.2657470703125,549.5355834960938,476.6509094238281,543.5745849609375,16781005,0,0
2020-06-08,543.8760375976562,559.5247802734375,537.408203125,554.9509887695312,15724207,0,0
2020-06-09,557.9007568359375,708.259033203125,547.1160278320312,691.5821533203125,28620365,0,0
2020-06-10,691.8436279296875,700.2698974609375,660.0904541015625,668.9459838867188,29417157,0,0
2020-06-11,669.3256225585938,739.5439453125,598.3172607421875,607.8208618164062,39987325,0,0
2020-06-12,608.1947631835938,619.5596313476562,584.5887451171875,592.7474365234375,21518872,0,0
2020-06-13,593.2528076171875,598.471923828125,517.1442260742188,551.95849609375,21056355,0,0
2020-06-14,552.0169677734375,556.0191040039062,497.68841552734375,513.810546875,14744176,0,0
2020-06-15,513.810546875,558.8792724609375,445.8922119140625,549.069091796875,31321450,0,0
2020-06-16,548.02197265625,590.9651489257812,528.6375122070312,541.1607666015625,26271318,0,0
