,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-19 06:00:00+01:00,37.93297576904297,37.93297576904297,37.567359924316406,37.66532897949219,0,0,0
2021-04-19 07:00:00+01:00,37.64039611816406,37.92546081542969,37.40573501586914,37.92546081542969,0,0,0
2021-04-19 08:00:00+01:00,37.92215347290039,37.93178939819336,37.56236267089844,37.83956527709961,0,0,0
2021-04-19 09:00:00+01:00,37.77559280395508,37.94466781616211,36.86824035644531,36.926475524902344,0,0,0
2021-04-19 10:00:00+01:00,36.87992858886719,37.113624572753906,36.54433822631836,36.611968994140625,0,0,0
2021-04-19 11:00:00+01:00,36.55385208129883,36.55385208129883,35.272369384765625,35.83964920043945,0,0,0
2021-04-19 12:00:00+01:00,35.8813362121582,36.75644302368164,35.85873794555664,36.75644302368164,0,0,0
2021-04-19 13:00:00+01:00,36.7596549987793,36.847782135009766,36.22209167480469,36.22209167480469,0,0,0
2021-04-19 14:00:00+01:00,36.17934799194336,36.507408142089844,35.62847900390625,36.25971603393555,0,0,0
2021-04-19 15:00:00+01:00,36.225772857666016,36.225772857666016,34.58618927001953,35.21929168701172,46549248,0,0
2021-04-19 16:00:00+01:00,35.15239715576172,35.267311096191406,34.065147399902344,34.52873229980469,91920384,0,0
2021-04-19 17:00:00+01:00,34.5025749206543,35.52142333984375,34.35309600830078,34.668148040771484,0,0,0
2021-04-19 18:00:00+01:00,34.72776794433594,35.36732482910156,34.53809356689453,35.30912780761719,0,0,0
2021-04-19 19:00:00+01:00,35.29951858520508,35.77556228637695,35.265586853027344,35.61429214477539,0,0,0
2021-04-19 20:00:00+01:00,35.57747268676758,35.86102294921875,35.39274978637695,35.8565559387207,0,0,0
2021-04-19 21:00:00+01:00,35.852455139160156,36.04755783081055,35.564754486083984,35.833560943603516,0,0,0
2021-04-19 22:00:00+01:00,35.857391357421875,35.93891906738281,35.35271453857422,35.654640197753906,0,0,0
2021-04-19 23:00:00+01:00,35.68473434448242,35.68473434448242,35.07372283935547,35.31059265136719,0,0,0
2021-04-20 00:00:00+01:00,35.206520080566406,35.57923126220703,34.74430847167969,34.81666946411133,0,0,0
2021-04-20 01:00:00+01:00,34.715572357177734,34.86562728881836,32.2161750793457,32.79710388183594,104442624,0,0
2021-04-20 02:00:00+01:00,33.09238052368164,33.650482177734375,32.8236198425293,33.197471618652344,65783296,0,0
2021-04-20 03:00:00+01:00,33.112022399902344,33.135807037353516,32.45914077758789,32.84825134277344,62155776,0,0
2021-04-20 04:00:00+01:00,32.86692428588867,33.15654373168945,32.62789535522461,33.15625762939453,0,0,0
2021-04-20 05:00:00+01:00,33.15583038330078,33.93272018432617,33.091400146484375,33.754295349121094,640366080,0,0
2021-04-20 06:00:00+01:00,33.77378463745117,33.778663635253906,32.685115814208984,32.813148498535156,8599552,0,0
2021-04-20 07:00:00+01:00,32.954586029052734,33.301536560058594,31.709199905395508,31.885149002075195,47024128,0,0
2021-04-20 08:00:00+01:00,32.07015609741211,32.370994567871094,31.642417907714844,32.30024719238281,172953344,0,0
2021-04-20 09:00:00+01:00,32.38966751098633,33.44078826904297,32.25718307495117,33.38664627075195,101888768,0,0
2021-04-20 10:00:00+01:00,33.42423629760742,33.7006950378418,33.23117446899414,33.52247619628906,16241408,0,0
2021-04-20 11:00:00+01:00,33.45954895019531,34.544883728027344,33.45954895019531,34.29835510253906,0,0,0
2021-04-20 12:00:00+01:00,34.32054138183594,34.427833557128906,33.843238830566406,34.15700149536133,0,0,0
2021-04-20 13:00:00+01:00,34.26342010498047,34.26342010498047,33.70105743408203,33.90814971923828,0,0,0
2021-04-20 14:00:00+01:00,33.902408599853516,34.98542404174805,33.902408599853516,34.98542404174805,20198144,0,0
2021-04-20 15:00:00+01:00,34.956825256347656,35.03695297241211,33.83531188964844,34.12821578979492,0,0,0
2021-04-20 16:00:00+01:00,33.97025680541992,34.276649475097656,33.56961441040039,34.11275863647461,0,0,0
2021-04-20 17:00:00+01:00,34.204349517822266,34.75742721557617,33.7645378112793,34.75742721557617,0,0,0
2021-04-20 18:00:00+01:00,34.789852142333984,34.789852142333984,34.12532043457031,34.19315719604492,744704,0,0
2021-04-20 19:00:00+01:00,34.19278335571289,35.2341423034668,34.097225189208984,35.029850006103516,74829056,0,0
2021-04-20 20:00:00+01:00,35.08311080932617,35.57304763793945,35.08311080932617,35.412353515625,51071488,0,0
2021-04-20 21:00:00+01:00,35.370357513427734,35.72856521606445,34.9205436706543,35.07555389404297,39625216,0,0
2021-04-20 22:00:00+01:00,34.97526550292969,35.269493103027344,34.575801849365234,35.269493103027344,34560512,0,0
2021-04-20 23:00:00+01:00,35.27054214477539,35.40529251098633,34.58057403564453,35.000282287597656,14790912,0,0
2021-04-21 00:00:00+01:00,35.00969696044922,35.61370086669922,34.79999542236328,35.444435119628906,31500032,0,0
2021-04-21 01:00:00+01:00,35.461788177490234,35.79549026489258,34.70827102661133,34.70827102661133,0,0,0
2021-04-21 02:00:00+01:00,34.755638122558594,35.4443359375,34.59794235229492,35.32682800292969,0,0,0
2021-04-21 03:00:00+01:00,35.326908111572266,35.34238052368164,35.031429290771484,35.218788146972656,0,0,0
2021-04-21 04:00:00+01:00,35.20549011230469,35.227569580078125,34.247467041015625,34.309326171875,0,0,0
2021-04-21 05:00:00+01:00,34.18606185913086,34.504058837890625,34.059654235839844,34.398685455322266,0,0,0
2021-04-21 06:00:00+01:00,34.3837890625,34.55470657348633,34.0554313659668,34.28236770629883,0,0,0
2021-04-21 07:00:00+01:00,34.400596618652344,34.98822021484375,34.13029861450195,34.92170715332031,0,0,0
2021-04-21 08:00:00+01:00,35.007991790771484,35.04844284057617,34.53656005859375,34.69403839111328,0,0,0
2021-04-21 09:00:00+01:00,34.81338882446289,34.86412048339844,34.321266174316406,34.736915588378906,0,0,0
2021-04-21 10:00:00+01:00,34.71791076660156,34.89365005493164,34.52217102050781,34.601009368896484,0,0,0
2021-04-21 11:00:00+01:00,34.57014083862305,34.57014083862305,33.65821075439453,33.996612548828125,0,0,0
2021-04-21 12:00:00+01:00,33.77195358276367,33.98344802856445,33.10824966430664,33.499053955078125,18120960,0,0
2021-04-21 13:00:00+01:00,33.42401885986328,34.5051155090332,33.183197021484375,34.45756149291992,108991488,0,0
2021-04-21 14:00:00+01:00,34.546539306640625,34.700408935546875,34.39802551269531,34.44194412231445,292608,0,0
2021-04-21 15:00:00+01:00,34.41994857788086,35.14640426635742,34.395225524902344,35.05729293823242,0,0,0
2021-04-21 16:00:00+01:00,35.13532257080078,36.24647903442383,35.12322998046875,36.24647903442383,91543552,0,0
2021-04-21 17:00:00+01:00,36.2602653503418,36.2602653503418,35.55109405517578,35.827484130859375,27933184,0,0
2021-04-21 18:00:00+01:00,35.826881408691406,35.85365676879883,35.48045349121094,35.54425048828125,0,0,0
2021-04-21 19:00:00+01:00,35.5156135559082,35.762596130371094,35.47869110107422,35.534358978271484,0,0,0
2021-04-21 20:00:00+01:00,35.51183319091797,36.216678619384766,35.51183319091797,36.20451354980469,0,0,0
2021-04-21 21:00:00+01:00,36.13639450073242,36.13639450073242,35.45302963256836,35.54883575439453,0,0,0
2021-04-21 22:00:00+01:00,35.526981353759766,35.61271667480469,35.26219177246094,35.30500411987305,0,0,0
2021-04-21 23:00:00+01:00,35.270694732666016,35.58876419067383,34.28047561645508,34.28047561645508,38038016,0,0
2021-04-22 00:00:00+01:00,34.2570915222168,34.287620544433594,33.62105941772461,33.871028900146484,92718336,0,0
2021-04-22 01:00:00+01:00,33.79372024536133,34.114784240722656,33.19649124145508,34.114784240722656,79030784,0,0
2021-04-22 02:00:00+01:00,34.06022644042969,34.41753005981445,33.6783561706543,33.6783561706543,21629440,0,0
2021-04-22 03:00:00+01:00,33.57598114013672,33.840126037597656,32.89235305786133,33.68632888793945,140961024,0,0
2021-04-22 04:00:00+01:00,33.6126823425293,33.82010269165039,32.94164276123047,33.045074462890625,2211072,0,0
2021-04-22 05:00:00+01:00,33.125885009765625,33.87393569946289,33.125885009765625,33.698455810546875,30227200,0,0
2021-04-22 06:00:00+01:00,33.73741149902344,34.61652755737305,33.562557220458984,34.61652755737305,66340864,0,0
2021-04-22 07:00:00+01:00,34.74369812011719,35.14452362060547,34.54018783569336,34.54018783569336,63817728,0,0
2021-04-22 08:00:00+01:00,34.55441665649414,34.772682189941406,34.44859313964844,34.71757125854492,0,0,0
2021-04-22 09:00:00+01:00,34.616905212402344,34.70065689086914,33.25904846191406,33.71113586425781,30138368,0,0
2021-04-22 10:00:00+01:00,33.76947784423828,34.648170471191406,33.68608856201172,34.613670349121094,77156864,0,0
2021-04-22 11:00:00+01:00,34.59727096557617,34.97747802734375,34.43111801147461,34.43111801147461,0,0,0
2021-04-22 12:00:00+01:00,34.38827133178711,35.45106506347656,34.3755989074707,35.12213134765625,25955840,0,0
2021-04-22 13:00:00+01:00,35.12257766723633,35.94041061401367,35.12257766723633,35.303810119628906,0,0,0
2021-04-22 14:00:00+01:00,35.27334976196289,35.873172760009766,34.8692741394043,34.8692741394043,8450048,0,0
2021-04-22 15:00:00+01:00,34.890289306640625,35.90628433227539,34.890289306640625,35.90628433227539,44132864,0,0
2021-04-22 16:00:00+01:00,36.02704620361328,36.02704620361328,35.465972900390625,35.84241485595703,0,0,0
2021-04-22 17:00:00+01:00,35.80702209472656,36.58831024169922,35.75743103027344,36.58831024169922,8747008,0,0
2021-04-22 18:00:00+01:00,36.71358108520508,36.71358108520508,34.91242980957031,34.92868423461914,22460672,0,0
2021-04-22 19:00:00+01:00,34.941654205322266,35.202735900878906,34.642398834228516,35.19329833984375,80583680,0,0
2021-04-22 20:00:00+01:00,35.13908386230469,35.13908386230469,33.98674011230469,34.5035285949707,82653184,0,0
2021-04-22 21:00:00+01:00,34.48676300048828,34.48676300048828,33.319095611572266,33.64365005493164,31216384,0,0
2021-04-22 22:00:00+01:00,33.390628814697266,33.86223602294922,32.81059265136719,33.58146286010742,124458240,0,0
2021-04-22 23:00:00+01:00,33.51805877685547,33.63022994995117,32.92201232910156,33.2742919921875,0,0,0
2021-04-23 00:00:00+01:00,33.122962951660156,33.60493087768555,32.93806457519531,32.98847579956055,0,0,0
2021-04-23 01:00:00+01:00,32.95511245727539,33.455230712890625,32.537322998046875,32.661155700683594,0,0,0
2021-04-23 02:00:00+01:00,32.66600036621094,32.9119758605957,30.16646957397461,31.290685653686523,145344256,0,0
2021-04-23 03:00:00+01:00,31.289142608642578,31.52991485595703,27.130443572998047,29.28162384033203,423974656,0,0
2021-04-23 04:00:00+01:00,29.212112426757812,30.46827507019043,29.03651237487793,30.216697692871094,259801856,0,0
2021-04-23 05:00:00+01:00,30.229074478149414,30.366134643554688,28.910091400146484,28.910091400146484,0,0,0
2021-04-23 06:00:00+01:00,29.111064910888672,30.040449142456055,28.865568161010742,29.475982666015625,185735936,0,0
2021-04-23 07:00:00+01:00,29.520973205566406,29.583538055419922,28.789600372314453,29.43695068359375,35349504,0,0
2021-04-23 08:00:00+01:00,29.344268798828125,29.693675994873047,28.45829200744629,28.659400939941406,106116608,0,0
2021-04-23 09:00:00+01:00,28.66242218017578,29.658185958862305,28.34588623046875,29.658185958862305,93256192,0,0
2021-04-23 10:00:00+01:00,29.728376388549805,29.79027557373047,28.886960983276367,29.489748001098633,19470336,0,0
2021-04-23 11:00:00+01:00,29.53962516784668,30.87786293029785,29.454906463623047,30.63737678527832,130710528,0,0
2021-04-23 12:00:00+01:00,30.728559494018555,31.25657081604004,30.461963653564453,30.895883560180664,20112384,0,0
